category,image_name,image_path
OutdoorManMade,017.jpg,data\Stimuli\OutdoorManMade\017.jpg
OutdoorManMade,019.jpg,data\Stimuli\OutdoorManMade\019.jpg
OutdoorManMade,021.jpg,data\Stimuli\OutdoorManMade\021.jpg
OutdoorManMade,023.jpg,data\Stimuli\OutdoorManMade\023.jpg
OutdoorManMade,025.jpg,data\Stimuli\OutdoorManMade\025.jpg
OutdoorManMade,027.jpg,data\Stimuli\OutdoorManMade\027.jpg
OutdoorManMade,029.jpg,data\Stimuli\OutdoorManMade\029.jpg
OutdoorManMade,031.jpg,data\Stimuli\OutdoorManMade\031.jpg
OutdoorManMade,033.jpg,data\Stimuli\OutdoorManMade\033.jpg
OutdoorManMade,035.jpg,data\Stimuli\OutdoorManMade\035.jpg
OutdoorManMade,037.jpg,data\Stimuli\OutdoorManMade\037.jpg
OutdoorManMade,039.jpg,data\Stimuli\OutdoorManMade\039.jpg
OutdoorManMade,041.jpg,data\Stimuli\OutdoorManMade\041.jpg
OutdoorManMade,043.jpg,data\Stimuli\OutdoorManMade\043.jpg
OutdoorManMade,045.jpg,data\Stimuli\OutdoorManMade\045.jpg
OutdoorManMade,047.jpg,data\Stimuli\OutdoorManMade\047.jpg
OutdoorManMade,049.jpg,data\Stimuli\OutdoorManMade\049.jpg
OutdoorManMade,051.jpg,data\Stimuli\OutdoorManMade\051.jpg
OutdoorManMade,053.jpg,data\Stimuli\OutdoorManMade\053.jpg
OutdoorManMade,055.jpg,data\Stimuli\OutdoorManMade\055.jpg
OutdoorManMade,057.jpg,data\Stimuli\OutdoorManMade\057.jpg
OutdoorManMade,059.jpg,data\Stimuli\OutdoorManMade\059.jpg
OutdoorManMade,061.jpg,data\Stimuli\OutdoorManMade\061.jpg
OutdoorManMade,063.jpg,data\Stimuli\OutdoorManMade\063.jpg
OutdoorManMade,065.jpg,data\Stimuli\OutdoorManMade\065.jpg
OutdoorManMade,067.jpg,data\Stimuli\OutdoorManMade\067.jpg
OutdoorManMade,069.jpg,data\Stimuli\OutdoorManMade\069.jpg
OutdoorNatural,001.jpg,data\Stimuli\OutdoorNatural\001.jpg
OutdoorNatural,003.jpg,data\Stimuli\OutdoorNatural\003.jpg
OutdoorNatural,005.jpg,data\Stimuli\OutdoorNatural\005.jpg
OutdoorNatural,007.jpg,data\Stimuli\OutdoorNatural\007.jpg
OutdoorNatural,009.jpg,data\Stimuli\OutdoorNatural\009.jpg
OutdoorNatural,011.jpg,data\Stimuli\OutdoorNatural\011.jpg
OutdoorNatural,013.jpg,data\Stimuli\OutdoorNatural\013.jpg
OutdoorNatural,015.jpg,data\Stimuli\OutdoorNatural\015.jpg
OutdoorNatural,017.jpg,data\Stimuli\OutdoorNatural\017.jpg
OutdoorNatural,019.jpg,data\Stimuli\OutdoorNatural\019.jpg
OutdoorNatural,021.jpg,data\Stimuli\OutdoorNatural\021.jpg
OutdoorNatural,023.jpg,data\Stimuli\OutdoorNatural\023.jpg
OutdoorNatural,025.jpg,data\Stimuli\OutdoorNatural\025.jpg
OutdoorNatural,027.jpg,data\Stimuli\OutdoorNatural\027.jpg
OutdoorNatural,029.jpg,data\Stimuli\OutdoorNatural\029.jpg
OutdoorNatural,031.jpg,data\Stimuli\OutdoorNatural\031.jpg
OutdoorNatural,033.jpg,data\Stimuli\OutdoorNatural\033.jpg
OutdoorNatural,035.jpg,data\Stimuli\OutdoorNatural\035.jpg
OutdoorNatural,037.jpg,data\Stimuli\OutdoorNatural\037.jpg
OutdoorNatural,039.jpg,data\Stimuli\OutdoorNatural\039.jpg
OutdoorNatural,041.jpg,data\Stimuli\OutdoorNatural\041.jpg
OutdoorNatural,043.jpg,data\Stimuli\OutdoorNatural\043.jpg
OutdoorNatural,045.jpg,data\Stimuli\OutdoorNatural\045.jpg
OutdoorNatural,047.jpg,data\Stimuli\OutdoorNatural\047.jpg
OutdoorNatural,049.jpg,data\Stimuli\OutdoorNatural\049.jpg
OutdoorNatural,051.jpg,data\Stimuli\OutdoorNatural\051.jpg
OutdoorNatural,053.jpg,data\Stimuli\OutdoorNatural\053.jpg
OutdoorNatural,055.jpg,data\Stimuli\OutdoorNatural\055.jpg
OutdoorNatural,057.jpg,data\Stimuli\OutdoorNatural\057.jpg
OutdoorNatural,059.jpg,data\Stimuli\OutdoorNatural\059.jpg
OutdoorNatural,061.jpg,data\Stimuli\OutdoorNatural\061.jpg
OutdoorNatural,063.jpg,data\Stimuli\OutdoorNatural\063.jpg
OutdoorNatural,065.jpg,data\Stimuli\OutdoorNatural\065.jpg
OutdoorNatural,067.jpg,data\Stimuli\OutdoorNatural\067.jpg
OutdoorNatural,069.jpg,data\Stimuli\OutdoorNatural\069.jpg
Pattern,001.jpg,data\Stimuli\Pattern\001.jpg
Pattern,003.jpg,data\Stimuli\Pattern\003.jpg
Pattern,005.jpg,data\Stimuli\Pattern\005.jpg
Pattern,007.jpg,data\Stimuli\Pattern\007.jpg
Pattern,009.jpg,data\Stimuli\Pattern\009.jpg
Pattern,011.jpg,data\Stimuli\Pattern\011.jpg
Pattern,013.jpg,data\Stimuli\Pattern\013.jpg
Pattern,015.jpg,data\Stimuli\Pattern\015.jpg
Pattern,017.jpg,data\Stimuli\Pattern\017.jpg
Pattern,019.jpg,data\Stimuli\Pattern\019.jpg
Pattern,021.jpg,data\Stimuli\Pattern\021.jpg
Pattern,023.jpg,data\Stimuli\Pattern\023.jpg
Pattern,025.jpg,data\Stimuli\Pattern\025.jpg
Pattern,027.jpg,data\Stimuli\Pattern\027.jpg
Pattern,029.jpg,data\Stimuli\Pattern\029.jpg
Pattern,031.jpg,data\Stimuli\Pattern\031.jpg
Pattern,033.jpg,data\Stimuli\Pattern\033.jpg
Pattern,035.jpg,data\Stimuli\Pattern\035.jpg
Pattern,037.jpg,data\Stimuli\Pattern\037.jpg
Pattern,039.jpg,data\Stimuli\Pattern\039.jpg
Pattern,041.jpg,data\Stimuli\Pattern\041.jpg
Pattern,043.jpg,data\Stimuli\Pattern\043.jpg
Pattern,045.jpg,data\Stimuli\Pattern\045.jpg
Pattern,047.jpg,data\Stimuli\Pattern\047.jpg
Pattern,049.jpg,data\Stimuli\Pattern\049.jpg
Pattern,051.jpg,data\Stimuli\Pattern\051.jpg
Pattern,053.jpg,data\Stimuli\Pattern\053.jpg
Pattern,055.jpg,data\Stimuli\Pattern\055.jpg
Pattern,057.jpg,data\Stimuli\Pattern\057.jpg
Pattern,059.jpg,data\Stimuli\Pattern\059.jpg
Pattern,061.jpg,data\Stimuli\Pattern\061.jpg
Pattern,063.jpg,data\Stimuli\Pattern\063.jpg
Pattern,065.jpg,data\Stimuli\Pattern\065.jpg
Pattern,067.jpg,data\Stimuli\Pattern\067.jpg
Pattern,069.jpg,data\Stimuli\Pattern\069.jpg
Random,001.jpg,data\Stimuli\Random\001.jpg
Random,003.jpg,data\Stimuli\Random\003.jpg
Random,005.jpg,data\Stimuli\Random\005.jpg
Random,007.jpg,data\Stimuli\Random\007.jpg
Random,009.jpg,data\Stimuli\Random\009.jpg
Random,011.jpg,data\Stimuli\Random\011.jpg
Random,013.jpg,data\Stimuli\Random\013.jpg
Random,015.jpg,data\Stimuli\Random\015.jpg
Random,017.jpg,data\Stimuli\Random\017.jpg
Random,019.jpg,data\Stimuli\Random\019.jpg
Random,021.jpg,data\Stimuli\Random\021.jpg
Random,023.jpg,data\Stimuli\Random\023.jpg
Random,025.jpg,data\Stimuli\Random\025.jpg
Random,027.jpg,data\Stimuli\Random\027.jpg
Random,029.jpg,data\Stimuli\Random\029.jpg
Random,031.jpg,data\Stimuli\Random\031.jpg
Random,033.jpg,data\Stimuli\Random\033.jpg
Random,035.jpg,data\Stimuli\Random\035.jpg
Random,037.jpg,data\Stimuli\Random\037.jpg
Random,039.jpg,data\Stimuli\Random\039.jpg
Random,041.jpg,data\Stimuli\Random\041.jpg
Random,043.jpg,data\Stimuli\Random\043.jpg
Random,045.jpg,data\Stimuli\Random\045.jpg
Random,047.jpg,data\Stimuli\Random\047.jpg
Random,049.jpg,data\Stimuli\Random\049.jpg
Random,051.jpg,data\Stimuli\Random\051.jpg
Random,053.jpg,data\Stimuli\Random\053.jpg
Random,055.jpg,data\Stimuli\Random\055.jpg
Random,057.jpg,data\Stimuli\Random\057.jpg
Random,059.jpg,data\Stimuli\Random\059.jpg
Random,061.jpg,data\Stimuli\Random\061.jpg
Random,063.jpg,data\Stimuli\Random\063.jpg
Random,065.jpg,data\Stimuli\Random\065.jpg
Random,067.jpg,data\Stimuli\Random\067.jpg
Random,069.jpg,data\Stimuli\Random\069.jpg
Satelite,001.jpg,data\Stimuli\Satelite\001.jpg
Satelite,003.jpg,data\Stimuli\Satelite\003.jpg
Satelite,005.jpg,data\Stimuli\Satelite\005.jpg
Satelite,007.jpg,data\Stimuli\Satelite\007.jpg
Satelite,009.jpg,data\Stimuli\Satelite\009.jpg
Satelite,011.jpg,data\Stimuli\Satelite\011.jpg
Satelite,013.jpg,data\Stimuli\Satelite\013.jpg
Satelite,015.jpg,data\Stimuli\Satelite\015.jpg
Satelite,017.jpg,data\Stimuli\Satelite\017.jpg
Satelite,019.jpg,data\Stimuli\Satelite\019.jpg
Satelite,021.jpg,data\Stimuli\Satelite\021.jpg
Satelite,023.jpg,data\Stimuli\Satelite\023.jpg
Satelite,025.jpg,data\Stimuli\Satelite\025.jpg
Satelite,027.jpg,data\Stimuli\Satelite\027.jpg
Satelite,029.jpg,data\Stimuli\Satelite\029.jpg
Satelite,031.jpg,data\Stimuli\Satelite\031.jpg
Satelite,033.jpg,data\Stimuli\Satelite\033.jpg
Satelite,035.jpg,data\Stimuli\Satelite\035.jpg
Satelite,037.jpg,data\Stimuli\Satelite\037.jpg
Satelite,039.jpg,data\Stimuli\Satelite\039.jpg
Satelite,041.jpg,data\Stimuli\Satelite\041.jpg
Satelite,043.jpg,data\Stimuli\Satelite\043.jpg
Satelite,045.jpg,data\Stimuli\Satelite\045.jpg
Satelite,047.jpg,data\Stimuli\Satelite\047.jpg
Satelite,049.jpg,data\Stimuli\Satelite\049.jpg
Satelite,051.jpg,data\Stimuli\Satelite\051.jpg
Satelite,053.jpg,data\Stimuli\Satelite\053.jpg
Satelite,055.jpg,data\Stimuli\Satelite\055.jpg
Satelite,057.jpg,data\Stimuli\Satelite\057.jpg
Satelite,059.jpg,data\Stimuli\Satelite\059.jpg
Satelite,061.jpg,data\Stimuli\Satelite\061.jpg
Satelite,063.jpg,data\Stimuli\Satelite\063.jpg
Satelite,065.jpg,data\Stimuli\Satelite\065.jpg
Satelite,067.jpg,data\Stimuli\Satelite\067.jpg
Satelite,069.jpg,data\Stimuli\Satelite\069.jpg
Sketch,001.jpg,data\Stimuli\Sketch\001.jpg
Sketch,003.jpg,data\Stimuli\Sketch\003.jpg
Sketch,005.jpg,data\Stimuli\Sketch\005.jpg
Sketch,007.jpg,data\Stimuli\Sketch\007.jpg
Sketch,009.jpg,data\Stimuli\Sketch\009.jpg
Sketch,011.jpg,data\Stimuli\Sketch\011.jpg
Sketch,013.jpg,data\Stimuli\Sketch\013.jpg
Sketch,015.jpg,data\Stimuli\Sketch\015.jpg
Sketch,017.jpg,data\Stimuli\Sketch\017.jpg
Sketch,019.jpg,data\Stimuli\Sketch\019.jpg
Sketch,021.jpg,data\Stimuli\Sketch\021.jpg
Sketch,023.jpg,data\Stimuli\Sketch\023.jpg
Sketch,025.jpg,data\Stimuli\Sketch\025.jpg
Sketch,027.jpg,data\Stimuli\Sketch\027.jpg
Sketch,029.jpg,data\Stimuli\Sketch\029.jpg
Sketch,031.jpg,data\Stimuli\Sketch\031.jpg
Sketch,033.jpg,data\Stimuli\Sketch\033.jpg
Sketch,035.jpg,data\Stimuli\Sketch\035.jpg
Sketch,037.jpg,data\Stimuli\Sketch\037.jpg
Sketch,039.jpg,data\Stimuli\Sketch\039.jpg
Sketch,041.jpg,data\Stimuli\Sketch\041.jpg
Sketch,043.jpg,data\Stimuli\Sketch\043.jpg
Sketch,045.jpg,data\Stimuli\Sketch\045.jpg
Sketch,047.jpg,data\Stimuli\Sketch\047.jpg
Sketch,049.jpg,data\Stimuli\Sketch\049.jpg
Sketch,051.jpg,data\Stimuli\Sketch\051.jpg
Sketch,053.jpg,data\Stimuli\Sketch\053.jpg
Sketch,055.jpg,data\Stimuli\Sketch\055.jpg
Sketch,057.jpg,data\Stimuli\Sketch\057.jpg
Sketch,059.jpg,data\Stimuli\Sketch\059.jpg
Sketch,061.jpg,data\Stimuli\Sketch\061.jpg
Sketch,063.jpg,data\Stimuli\Sketch\063.jpg
Sketch,065.jpg,data\Stimuli\Sketch\065.jpg
Sketch,067.jpg,data\Stimuli\Sketch\067.jpg
Sketch,069.jpg,data\Stimuli\Sketch\069.jpg
Social,001.jpg,data\Stimuli\Social\001.jpg
Social,003.jpg,data\Stimuli\Social\003.jpg
Social,005.jpg,data\Stimuli\Social\005.jpg
Social,007.jpg,data\Stimuli\Social\007.jpg
Social,009.jpg,data\Stimuli\Social\009.jpg
Social,011.jpg,data\Stimuli\Social\011.jpg
Social,013.jpg,data\Stimuli\Social\013.jpg
Social,015.jpg,data\Stimuli\Social\015.jpg
Social,017.jpg,data\Stimuli\Social\017.jpg
Social,019.jpg,data\Stimuli\Social\019.jpg
Social,021.jpg,data\Stimuli\Social\021.jpg
Social,023.jpg,data\Stimuli\Social\023.jpg
Social,025.jpg,data\Stimuli\Social\025.jpg
Social,027.jpg,data\Stimuli\Social\027.jpg
Social,029.jpg,data\Stimuli\Social\029.jpg
Social,031.jpg,data\Stimuli\Social\031.jpg
Social,033.jpg,data\Stimuli\Social\033.jpg
Social,035.jpg,data\Stimuli\Social\035.jpg
Social,037.jpg,data\Stimuli\Social\037.jpg
Social,039.jpg,data\Stimuli\Social\039.jpg
Social,041.jpg,data\Stimuli\Social\041.jpg
Social,043.jpg,data\Stimuli\Social\043.jpg
Social,045.jpg,data\Stimuli\Social\045.jpg
Social,047.jpg,data\Stimuli\Social\047.jpg
Social,049.jpg,data\Stimuli\Social\049.jpg
Social,051.jpg,data\Stimuli\Social\051.jpg
Social,053.jpg,data\Stimuli\Social\053.jpg
Social,055.jpg,data\Stimuli\Social\055.jpg
Social,057.jpg,data\Stimuli\Social\057.jpg
Social,059.jpg,data\Stimuli\Social\059.jpg
Social,061.jpg,data\Stimuli\Social\061.jpg
Social,063.jpg,data\Stimuli\Social\063.jpg
Social,065.jpg,data\Stimuli\Social\065.jpg
Social,067.jpg,data\Stimuli\Social\067.jpg
Social,069.jpg,data\Stimuli\Social\069.jpg
